model,score_test,f1_macro,f1_micro,precision_macro,precision_micro,recall_macro,recall_micro,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
RandomForestGini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998333333333334,accuracy,0.5893239974975586,0.09204530715942383,1.7104401588439941,0.5893239974975586,0.09204530715942383,1.7104401588439941,1,True,2
RandomForestEntr,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy,0.5894672870635986,0.10265111923217773,1.833177089691162,0.5894672870635986,0.10265111923217773,1.833177089691162,1,True,3
WeightedEnsemble_L2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,accuracy,0.5960378646850586,0.10337448120117188,1.8759055137634277,0.006570577621459961,0.0007233619689941406,0.042728424072265625,2,True,6
NeuralNetTorch,0.9997899338948225,0.999781520107224,0.9997899338948225,0.9998157024616192,0.9997899338948225,0.999747400695092,0.9997899338948225,0.9998333333333334,accuracy,1.1558887958526611,0.026713132858276367,226.49436473846436,1.1558887958526611,0.026713132858276367,226.49436473846436,1,True,5
XGBoost,0.9996504368718531,0.9996364813074896,0.9996504368718531,0.9996081003898158,0.9996504368718531,0.9996649059122572,0.9996504368718531,0.9991666666666666,accuracy,0.4234163761138916,0.00633549690246582,0.18737077713012695,0.4234163761138916,0.00633549690246582,0.18737077713012695,1,True,4
LightGBM,0.9996471545889597,0.9996330679864331,0.9996471545889597,0.9996046872627159,0.9996471545889597,0.9996614923970841,0.9996471545889597,0.9991666666666666,accuracy,0.0506443977355957,0.002554178237915039,0.21857047080993652,0.0506443977355957,0.002554178237915039,0.21857047080993652,1,True,1
